username,rating,review,date,thumbs_up,sentiment
Choiri Rahmi Ameliya,1,Saya selalu menerima pesanan go food yang tidak lengkap sudah 2 Minggu lebih. tolong edukasi driver beserta restoran untuk selalu cek dua kali makanan sebelum di antarkan,2025-10-19,1,negatif
Safeer Ahlam,5,Terima kasih sudah banyak membantu,2025-10-19,0,positif
Adinda rachmawati,1,"Sulit sekali mengklaim refund dari online shope!!! Padahal jumlahnya juga lumayan... udah coba menghubungi customer service gopay, dan harus lewat telepon pulsa, suruh upload dokumen yang diperlukan ke email juga sudah dilakukan, tapi masih belum mendapatkan kepastian refund!! 😭 tolong ya gojek ini kami harus gimana biar uang refund nya masuk?? jangan bot mulu ya yg jawabb :) sekian terima kasih",2025-10-19,7,negatif
Bunda Rara,4,"Sangat parah, driver gojek car, kalau lg pesen yg promo, gak mau datang, tanpa memberi kabar, ditunggu lama gak dateng dateng, mobil diam di tempat. Gak profesional.",2025-10-19,0,positif
Rahmat Rogia,5,semuanya jadi gampang,2025-10-19,0,positif
Sujadhi,5,sangat menbantu,2025-10-19,0,positif
Kusuma,1,"APLIKASI CACAT, DOWNLOAD DOANG BESAR, MASUK APLIKASI ERROR, KELUAR LAGI. NYEDOT KUOTA DOANG, SAMPAH",2025-10-19,2,negatif
kakey,3,"gojek sekarang pelit pelit bgt ngasi voucher or diskon, potongan harganya juga dikit bgt ga kaya dulu, tolong dong gojek kebijakannya",2025-10-19,1,netral
Dian Royani,1,"sekarang gojek lama kelamaan,makin mahal.promo jg gaada. di iklan doang segala ngmng ""promo besar²an"" prett mau nipu segala bilang gitu. masa lebih murahan grab daripada gojek. mau naik haji lu?",2025-10-19,3,negatif
Yuna 0703,5,setelah diupdate gojek malah tidak bisa dibuka,2025-10-19,1,positif
sinaga klisman,1,"kl gag dapat driver kok ga bisa cancel, masak pending orang mau makan gara2 driver ga muncul2",2025-10-19,1,negatif
Farid indira,1,saya nunggu makanan 3 jam driver nya sibuk,2025-10-19,1,negatif
Asep Nurhadi,5,ok. cukup membantu,2025-10-19,0,positif
DIFF,1,Kalau hujan kenapa gada yg ngambil kntl?,2025-10-19,1,negatif
bagoes rahartri hanggono,5,Mantab Jiwa!!🔥💪🏼👍🏼,2025-10-19,0,positif
winny lady hadinoto,5,selalu update dengan berbagai kebutuhan,2025-10-19,0,positif
Nabil F,1,"Setiap kali pesan Gojek, data dan GPS saya aktif, tapi begitu tekan “booking” tiba-tiba sinyal hilang dan koneksi terputus sendiri. Setelah itu pesanan tidak masuk, lalu saat saya coba tekan lagi malah jadi order dua ojek sekaligus. Selain itu, saat memilih titik penjemputan pakai data seluler dan GPS aktif, sering juga koneksi hilang. Tolong segera perbaiki agar aplikasi lebih stabil dan tidak bikin pengguna sekaligus pihak driver rugi.",2025-10-19,71,negatif
Mm Baim,5,sngat mmbntu bnget dech🤗🤗🙏🥰,2025-10-19,0,positif
Adi Loma Supriyadi,5,gojek ada di daerah sangat membantu perjalanan,2025-10-19,0,positif
Widya Sukmantara,1,udah nunggu hampir sejam. tiba tiba drivernya membatalkan pesanan dan harus nunggu lagi buat nyari driver lain. mohon segera diberi sangsi jika ada driver nakal seperti ini... sudah sering kejadian semacam ini.,2025-10-19,3,negatif
Riansyah Tanjung,5,bagus untuk perjalanan,2025-10-19,0,positif
Dhe wie,5,sangat terpercaya,2025-10-19,0,positif
Joe Prompas,1,Aplikasi BANGSAT !!,2025-10-19,4,negatif
Fatia Fitri Novayana,5,"sejauh saya menggunakan aplikasi ini, aplikasi ini sangat bermanfaat dan membantu saya dalam bepergian, tidak ada kendala sulit yang saya alami, semua berjalan sesuai dengan apa yang saya pikirkan, dan tolong perbanyak lagi diskon² bagi pengguna serta terus kembangkan aplikasi ini.",2025-10-19,0,positif
Meiliny Lius,4,"setiap mau beri rating kepada restoran, tidak bisa memberikan ulasan.apabila kita ketik ulasan maka tombol ok nya hilang.jadi hanya bisa memberikan bintang..",2025-10-19,1,positif
Samsul Bahri,5,mantul ngirim apa aja jadi gampang,2025-10-19,0,positif
Meymi Rotty,1,disuruh upgrade ok. sudah di rekam wajah ok. ktp di upload ok. kenapa di tolak ada apa ?,2025-10-19,1,negatif
puti nori,5,mempermudah hidup,2025-10-19,0,positif
zahratunnisa fitriyah,3,"makin buruk skli pelayanan nya huhu masa skrg gofood harus pakai yg 15-25 giliran udh pilih yg aga mahal ongkir nya eh malah telat, tau gt pilih yg paling murah aja sm aja boong huhu",2025-10-19,1,netral
muh azfar,1,"Algoritmanya jelek terus pemilihan drivernya jauh bgt, beda sama grab yg selalu gercep",2025-10-19,4,negatif
naufal khalik,1,driver nya ngelece dah setengah jam nunggu gk gerak gerak,2025-10-19,1,negatif
Tria Pujiasih,5,"aplikasinya wort it, drivernya ramah dan tepat waktu",2025-10-19,0,positif
Deasy Anggraini,5,pilihan tepat saat lelah jalan ke halte tj.,2025-10-19,0,positif
Zikki Nainggolan,1,"salah tekan mau ubah dalam waktu 20 detik GK bisa , kacau",2025-10-19,1,negatif
Diablo 004,5,dengan adanya gojek memudahkan berjalan-jalan,2025-10-19,0,positif
Tulip Flower,5,"terimakasih dengan fitur gotransitnyaa ,aku tertolong dengan fitur ini",2025-10-19,0,positif
Fransisko Bapaimu,5,mantap pokonya,2025-10-19,0,positif
djack pro,1,"sama kayak grab ga bisa diharapkan, penjajahan modern, aplikasi pemeras, mobil, BBM, HP, pulsa, deposit dll semua dr driver, tarip cuma tuker bensin masih dipotong gede2an,, aplikasi sampah",2025-10-19,2,negatif
Chandra,5,Mudah digunakan,2025-10-19,0,positif
Ari Christiawan,1,tidak dapat melaporkan perilaku Drive yang tidak sopan terhadap pihak merchant...pantas saja sekarang banyak driver yang semena mena,2025-10-19,1,negatif
budi rachmat,3,gofood terlalu besar ambil untung dari harga makanan yg ditawarkan ada yg sampai 40 % lebih itu terlalu tinggi TDK pantas. padahal anda hanya menjual aplikasi. lama2 kalau TDK terpaksa orang malas pakai gofood,2025-10-19,1,netral
Achwan Huda,5,bagus . update lokasi map👍,2025-10-19,0,positif
Cece Okeu,5,ramah draver nya dan bersih mobilnya..perjalannya pun Dibikin asyik tak ada kendala apapun,2025-10-19,0,positif
Gede Adityapermana,1,di iklan banyak voucher pas udah dipake dak dapet voucher sama sekali kecewa,2025-10-19,1,negatif
Vivo Wahau,5,saya pake ini 1 bulan dan pengantar nya bagus tidak terlalu lama tidak terlalu cepat sama yang mengantarkan baik-baik,2025-10-19,2,positif
Muhammad Ibrahim,5,karena sangat bagus aplikasi nya untuk saya berpergian 👍👍,2025-10-19,0,positif
Farid Firjiawan,1,saya haya kasian sama drivernya dapat orderan dobel drivernya cuman dpt 2000 padahal saya bayar full bukan 2000.biadap,2025-10-19,3,negatif
Luthfian Wiratama,1,"Baru pertama kali kejadian driver salah ambil paket, paket punya org lain diambil & dilanjutkan pengantaran. driver susah dihubumgi juga",2025-10-19,1,negatif
Azziz Jr,1,"ketemu driver dijalan dipertigaan bangjo sabar motor dia motoran ugal²an motoran mepet² mana attitude nya gak sopan lagi, dia yg salah malah marah². Mana ngancam minta ganti rugi. Padahal gak ada apa². Mulai hari ini udh gak mau langganan driver gojek lagi.",2025-10-19,1,negatif
Azill Ahmad,5,senang dengan adanya gojek membantu sekali apalagi kalau di banyakin promonya...Terimakasih,2025-10-19,0,positif
Ochachin 21,5,apk yg sangat bagus dan sangat membantu untuk saya yg sll berpergian males menggunakan membawa kendaraan sendiri,2025-10-19,1,positif
Lily Beaufort,1,"hp dompet aku ketinggalan di gocar tapi drivernya ga jujur bahkan pihak gojek membela driver, cs ga cepat tanggap, gaada sistem lost and found kaya punya sebelah, bahkan yg sebelah pun drivernya jujur dan ramah. worst experience ever pake gojek.",2025-10-19,1,negatif
Syahabuddin Syah,5,selama ini gak mengecewakan banget. tapi pernah kecewa di tolak2 Krn rush hour,2025-10-19,0,positif
Rafli 10,1,harga mh udh tertera di apk tapi di orang nya mh minta tambah kbanyakan yg kaya gitu apk gojek stres,2025-10-19,3,negatif
Hendra Antoni,5,Saya selalu pakai aplikasi gojek; Goride dan gocar antar saya kemana saja.,2025-10-19,0,positif
putri shintawati,5,oke terpercaya insyaAlloh,2025-10-19,0,positif
Slot Super,5,tarik saldo gopay,2025-10-19,0,positif
Yolanda Anita,5,"pengantaran cepat,dan memudah kan untuk berbelanja kebutuhan makanan",2025-10-19,0,positif
Ridwan Fendi,5,aplikasi yang sangat bagus dan membantu dalam hal kebutuhan apapun,2025-10-19,0,positif
Diva Araffah (Umi),5,"mempermudah untuk hal apapun, thnk you",2025-10-19,0,positif
Kiman Leo,1,MAKIN LAMA MAKIN PARAH GOJEK INI. ONGKIR MAKAN DEKAT SAJA RP17000! DIAPLIKASI LAIN CUMA 1000 BAHKAN GRATIS ONGKIR.MAKANAN BELI DI TEMPAT CUMA 30RB..KLO GUNAKAN GOJEK KENA ONGKIR.BIAYA TAMBAHAN MAKAN DLL... JADI 80RB!!PADAHAL SUDAH GOJEK PLUS.GA ADA DISCON KECUALI PAAI KARTU KREDIT TERTENTU.KAYAK MERAMPOK SAJA.BAGUSAN KUHAPUS SAJA APLIKASI INI GA ADA GUNA LAGI.MENDING PAKAI SHOPEE.GRAB.,2025-10-19,5,negatif
ivan KK,5,bagus. sangat membantu kalau mau jalan2,2025-10-19,0,positif
Hermawan yulianto,2,"aneh pinjaman saya selalu di bayarkan ini saya mau pengajuan kembali malah di tolak, mau nya apa ?! kalo emang kaya gini akhirnya mending saya ga bayar, liat dulu histori pembayarannya lunas atau engga",2025-10-19,4,negatif
Skcla,2,3x transaksi gopay beli pulsa Tsel sama paket nelfon harian. tiga²nya gak masuk tapi gopay udah kepotong dan tulisan transaksipun berhasil. udah laporin tapi isinya gitu² aja gak membantu samaskli. jadi takut mau transaksi lagi 👎🏼,2025-10-19,1,negatif
Puji Luthfiani,3,"Tolong perbaiki sistem refund pada semua metode pembayaran. Saya telah membatalkan pesanan sehingga tidak mendapatkan layanan, namun saldo sudah terpotong terlebih dahulu dan tidak kunjung kembali, lebih dari waktu yang ditetapkan. Fitur bantuan juga tidak terlalu berguna, hanya menjawab menggunakan template dan tidak menyelesaikan masalah.",2025-10-19,1,netral
Jesica Putri,1,PELAYANAN BURUK! sudah cancel orderan tapi saldo ga balik². WTH? akan dikembalikan dalam 14 hari kerja??? gaada call center or customer service yang bisa dihubungi pada aplikasi! udah bertahun² pakai GOJEK dan ternyata MENGECEWAKAN. Narik saldo cepat! gilaran balikin lama!,2025-10-19,55,negatif
Cornelia Ivy,1,"saya sangat kecewa dengan aplikasinya yang jelek, tidak ada pembatalan pesanan padahal terjadi kesalahan dalam pemesanan dikarenakan aplikasi yang terus loading. saya tidak akan memakai aplikasi ini lagi",2025-10-19,1,negatif
Lahmudin Sulila,5,mantap....,2025-10-19,0,positif
Agus Juniarta,5,tidak bisa daftar spaylater,2025-10-19,0,positif
MOHAMAD YASSIN,4,perbaikin lagi,2025-10-19,0,positif
Melva Clarauly,5,Helpfull🫶🫶🫶,2025-10-19,0,positif
Gan Kiz,1,"Gojek PLUS nya kurang diskonnya sedikit banget, harga perjalanan gojek dan gocar makin mahal. Serasa pakai Gojek BIASA 👎🏻👎🏻👎🏻",2025-10-19,1,negatif
Fahrudin,5,aman nyaman cepat tepat selamat,2025-10-19,0,positif
Primora Sasongko,5,"Sering waktu menjadi masalah untuk menuju tujuan, gojek selalu cepat untuk menjawabnya",2025-10-19,0,positif
Terios Allnew,1,banyak driver ngak mau ambil promo,2025-10-19,1,negatif
Caca Manalu,1,"Sangat burukkkkkk, kesal bgt masa saya pesan go food cari driver nya lama bgttt, sampe lebih dari 1 jam, gak ada"" juga dapat Drive, padahal udah lapar bgtt, mau cancel juga gak bisa, gak bgtttttt",2025-10-19,17,negatif
Shufy Ahmad,1,jaringan oke hp oke kuota banyak eh masih lemot ini yang bermasalah hp saya jaringan saya atau kuota saya !!,2025-10-19,1,negatif
Prabu Bono,5,KODE ILNXSL,2025-10-19,0,positif
Muhammad Raufalfarizi,1,GK jls anjir aku udh top up saldo GK masuk masuk saldo nya apk gj bngst udh proses nya lama,2025-10-19,1,negatif
Aris Permadi,1,"Ngeselin sekarang , pesanan jadi semakin lama , aneh .... udah pesan , udah nunggu 1jam . eh tiba2 resto batalkan pesanan , di sini kita laper udh nunggu 1jam tba2 batal ,",2025-10-19,2,negatif
BabyLy_ Krw,1,ga profesional membela yg salah anehh anehh anehhh ga masslah tinggal uninstall ko repot,2025-10-18,2,negatif
Feranita Anggraeni,5,banyak promo menarik gaiss minum kendala jugaa recommend bgt si✨,2025-10-18,0,positif
Nopi Thaku,4,kadang jarak tempuh sama beda jauh harga dengan aplikasi grab. kok saya pakai gojek soalnya login grab tidak bisa 🤧(blacklist) sering kleim driver yg ugalan🥲makanya setia dengan gojek.,2025-10-18,1,positif
Chika Jesen,1,Aplikasi payah,2025-10-18,1,negatif
Shafira Nur,5,promo nya gede bngt😁😋,2025-10-18,0,positif
Slamet Riyadi,5,pengemudi nya sopan dan sangat memperhatikan keamanan selama dijalan..,2025-10-18,1,positif
Yanuar St,4,Driver gocarnya udh jawab tunggu dl tp malah dibatalin. Payah.,2025-10-18,2,positif
Lpardosi77,5,sangat Membantuku setiap perlu makan dan pergi kesana kemari,2025-10-18,0,positif
Muhammad Mamun,5,seneng bisa bantu orang,2025-10-18,0,positif
Sheren Nayer,1,"Gilakk, uda nunggu 30 menit ga ada yang nerima padahal untuk biaya itu mahal, tolong di tingkatkan lagi apk nya",2025-10-18,1,negatif
rizki wicaksono,5,mantaplah gojek,2025-10-18,0,positif
Kaisar Rmdn,5,bagus bnget irit lagi,2025-10-18,0,positif
Ady Firmansyah,5,cepat dan akurat,2025-10-18,0,positif
usinmuhsin algaruti,4,sudah install ga muncul di layar,2025-10-18,0,positif
Kholisoh Hamidah,5,"makanan enak ,gojek tepat waktu walaupun hujan",2025-10-18,0,positif
Sari Sukma,5,tepat waktu. good,2025-10-18,0,positif
Afdol Athar,2,"Aneh bet Jir, Diterima tapi GK gerak",2025-10-18,1,negatif
Imron Pane,1,"sudah sejam nunggu pesanan, resto sudah siapin makanan, tiba2 dibatalkan alasan restoran tutup",2025-10-18,1,negatif
Ibad aja,1,driver yah ga jjr saya ketinggalan hp massa ga d balikin sih..padahal naek yah dari Indomaret Kemayoran sampe setasiun kemayoran.pas sampe dalem lupa hp ketinggalan pas d tlpon udh ga aktif parah banget,2025-10-18,1,negatif
Musik Hits,1,"Pesen gofood, tp sengaja diperlama oleh aplikasinya.. buruk banget sih.",2025-10-18,1,negatif
The 'R,1,"kesel banget sama gojek, setiap kali order mau checkout tiba-tiba harganya ganti sendiri. bukannya lebih murah, malah tambah mahal. udah jarang ada promo, ongkir mahal gila, sekalinya mau checkout harganya ganti-ganti seenak jidat. ga akuntabel",2025-10-18,23,negatif
Andreas Gunawan,1,kalo dapat orderan selalu di tolak driver mau nya jarak Deket Deket aj,2025-10-18,1,negatif
Vian Bari,1,"apk sngt tdk bgus pesn cpt tp gk dpt"" bikn nunggu lama",2025-10-18,1,negatif
Arif Rahman Hakim tanjung,5,terbaik 👍🏾,2025-10-18,0,positif
Wawan Hermawan,5,"puas, tapi sayangnya payleater saya di blok, padahal cuma gara2 no HP saya rusak di Tokopedia..",2025-10-18,0,positif
An Di,5,lbih mudah d gunakan,2025-10-18,0,positif
Eka Rahmadani,5,Diversi terbaru ini gimana caranya kembalikan akun saya seperti yang lama soalnya saya ada tagihan digojek,2025-10-18,0,positif
Hansen,1,driver mobil ga ada attitute dan sombong terutama hujan. itulah moral empati hilang krn mabok agama,2025-10-18,1,negatif
Dicky Fernandi,1,Buang2 waktu udah nunggu lama2 di cancel,2025-10-18,1,negatif
Setya,5,mudah pergi balik,2025-10-18,0,positif
Edwin Julianto,5,"Mantap, banyakin diskonnya dong",2025-10-18,0,positif
Denny Mitha,5,good gocar tegal,2025-10-18,0,positif
fahmi ihsan,1,"saya pengguna baru,,saya kecewa,,saya udah topup,,untuk beli di gofood,,pas mau beli udah ada promonya,,pas di batalin gak ada,,",2025-10-18,1,negatif
Hasyim Ahmad,5,sangat membantu dalam perjalanan,2025-10-18,0,positif
Pengguna Google,4,driver mobil nya sering minta cancel in,2025-10-18,0,positif
Shanina Febriyanti,2,"BUG MULUUUUUU, SUKA KELUAR SENDIRII KOCAAAKKK",2025-10-18,1,negatif
Brianna & Zavier Family,5,"oke , promonya Asyik. jadi bisa kasih tips buat driver",2025-10-18,0,positif
Restu Satria silalahi,3,kenapa Makin Mahal Ongkos perjalanan?,2025-10-18,1,netral
Epul The_rev,5,yg pasti pasti saja,2025-10-18,0,positif
Winda Kusumayana,5,"driver ramah tamah keamanan pengemudi , sip jos , mau kmana"" GK pkek ribet",2025-10-18,0,positif
Herik Sukendra,5,baik walaupun datang telat,2025-10-18,0,positif
Jaja Miharja,3,Gojek sekarang parah untuk pengantaran food dibawa muter2. dulu sama driver... jadi nunggunya lama,2025-10-18,1,netral
Musiawan21 Channel,1,makin kacau,2025-10-18,1,negatif
Roni Hasan Basri,1,Aplikator dengan potongan sangat wahh Sementara driver cuman dapat sedikit Argo lebih besar ke aplikator drpd ke driver👎👎👎,2025-10-18,2,negatif
Arya Hakiem,5,pokoke is the best apalagi kalo banyak promo,2025-10-18,0,positif
Sussysurell,1,"tibatiba gopaylater di blokir, padahal selalu pakai go ride dan go foodnya aneeeeh bgt",2025-10-18,1,negatif
Udin Jangkung,5,pokonya mantap beh,2025-10-18,0,positif
Wildan Bintang,1,makin males pesan gofood pas nyari driver sengaja dilama lama in,2025-10-18,1,negatif
Aar Ahmad Adli Rahmatullah,5,sangat memudahkan keperluan kita,2025-10-18,0,positif
pipian canta1415,5,"membantuuu bangettttttttt buat pelajar kaya aku yang kalau sekolah atau apa apa itu sendiri, ga perlu minta anter jemput keluarga atau temen lagi",2025-10-18,0,positif
Rizi G,1,"Fitur gofood nya kyk sampah, dikasih opsi pengantaran secara cepet, sedeng, lambat, tpi kualitas pengantaran nya sama semua, mana perbedaan harganya lumayan. Giliran ngadu ke customer care pun sama aja, penyelesaian masalah yg opsinya terbatas, gk bisa ngetik dan menjelaskan secara langsung.",2025-10-18,214,negatif
Arvonda Vonda,5,respeck sama drivernya 👍👍👍👍👍,2025-10-18,0,positif
I**A,1,"untuk kesekian x nya pesan gofood smpe berkali2 di cancel, ujung2 nya pesanan batal, padahal udh nunggu lama, muak bgt saya sm layanan gofood ini, hapus aja mending go food ny dr gojek, gak guna!",2025-10-18,2,negatif
her mawan,5,sip gojeknya memuaskan,2025-10-18,0,positif
kaif aslan,5,mantap aplikasi ini,2025-10-18,0,positif
RI 4 NO M4Y,1,ngabisin Kouta w aja abdet trus aplikasi tolol,2025-10-18,1,negatif
Riko Ardilah,1,gofood makin mahal.,2025-10-18,1,negatif
Maria Ulfa,5,pengiriman lbh cepat dr waktunya,2025-10-18,0,positif
pro gamers,1,kesel bgt klo abisa pake gojek ada notif a call in progress ga ilang2. klo bisa kasih bitang nol mah gw isi tuh. bintang 1 kebanyakan,2025-10-18,1,negatif
Callista Khanza ravisa,1,TIDAK BISA MENAMPILKAN CHAT DENGAN TEMAN YANG HILANG,2025-10-18,1,negatif
Nur Jaman,2,Ngapa nih gojek gak bisa di download gagal mulu padahal memori lumayan banyak sinyal oke tapi gak bisa di pasang,2025-10-18,1,negatif
Wahyu Widhiyono,5,mengutamakan keamanan & kelancaran,2025-10-18,0,positif
sy tan,3,kok gak bs lihat posisi map drivernya lagi pas pesan gofood,2025-10-18,1,netral
Laylaa Maghfiroh,5,memudahkan saya kalo butuh utuk pp kerja,2025-10-18,0,positif
Mulyati Suhestin,2,tidak bisa login. padahal nomor yang di berikan sudah benner. tolong perbaiki lagi sistem nya.,2025-10-18,1,negatif
UWAIS ALQORNI,1,"aneh bgt ini aplikasi saya sering bgt beli sesuatu pas udah mau dibayar tiba2 promonya ilang gabisa dipake, kayak tadi mau beli starbucks udah ada promo tiba2 pas mau bayar promonya ilang.",2025-10-18,2,negatif
adi susanto,1,"Gojek ktl lah member lama promo g ada, spylater jg ngajuin gk bisa bgini klo mendesak bgt gk bisa bantu Ribet un instal aja app taik",2025-10-18,1,negatif
alifah salsabila cahyani,3,"Aplikasinya cukup membantu terutama untuk mobilisasi. Tapi sayangnya ditahun ini, udah dua kali saya order makanan dan udah lock alamat rumah saya, tp ketika diantar malah ke tempat random yang jauh dari rumah saya. Saya sudah pakai aplikasi gojek lebih dari 3 tahun dan sebelumnya ga pernah kejadian seperti ini. mohon diperbaiki lagi",2025-10-18,9,netral
